系统始发港,系统目的港,箱型,百分比,系统船公司,ALL IN 海运价,有效期开始时间,截止时间时间, 预算费用,
南沙,米苏拉塔,40HC,100%,MAERSK,2802,2020/3/1,2020/6/30,2802,
南沙,米苏拉塔,40GP,100%,MAERSK,2437,2020/7/1,2020/9/30,2437,
南沙,米苏拉塔,40HC,100%,MAERSK,2437,2020/7/1,2020/9/30,2437,
南沙,那不勒斯,20GP,30%,COSCO,625,2020/1/1,2020/3/31,187.5,
南沙,那不勒斯,40GP,30%,COSCO,1250,2020/1/1,2020/3/31,375,
南沙,那不勒斯,40HC,30%,COSCO,1250,2020/1/1,2020/3/31,375,
南沙,那不勒斯,20GP,30%,COSCO,651,2020/4/1,2020/6/30,195.3,
南沙,那不勒斯,40GP,30%,COSCO,1302,2020/4/1,2020/6/30,390.6,
南沙,那不勒斯,40HC,30%,COSCO,1302,2020/4/1,2020/6/30,390.6,
南沙,那不勒斯,20GP,30%,COSCO,689,2020/7/1,2020/9/30,206.7,689
南沙,那不勒斯,40GP,30%,COSCO,1378,2020/7/1,2020/9/30,413.4,1378
南沙,那不勒斯,40HC,30%,COSCO,1378,2020/7/1,2020/9/30,413.4,1378
南沙,那不勒斯,20GP,50%,MAERSK,625,2020/1/1,2020/3/31,312.5,
南沙,那不勒斯,40GP,50%,MAERSK,1250,2020/1/1,2020/3/31,625,
南沙,那不勒斯,40HC,50%,MAERSK,1250,2020/1/1,2020/3/31,625,
南沙,那不勒斯,20GP,50%,MAERSK,647,2020/4/1,2020/6/30,323.5,
南沙,那不勒斯,40GP,50%,MAERSK,1294,2020/4/1,2020/6/30,647,
南沙,那不勒斯,40HC,50%,MAERSK,1294,2020/4/1,2020/6/30,647,
南沙,那不勒斯,20GP,50%,MAERSK,464.5,2020/7/1,2020/9/30,232.25,
南沙,那不勒斯,40GP,50%,MAERSK,929,2020/7/1,2020/9/30,464.5,
南沙,那不勒斯,40HC,50%,MAERSK,929,2020/7/1,2020/9/30,464.5,
南沙,那不勒斯,20GP,20%,ONE,725,2020/1/1,2020/3/31,145,
南沙,那不勒斯,40GP,20%,ONE,1450,2020/1/1,2020/3/31,290,
南沙,那不勒斯,40HC,20%,ONE,1450,2020/1/1,2020/3/31,290,
南沙,那不勒斯,20GP,20%,ONE,725,2020/4/1,2020/6/30,145,
南沙,那不勒斯,40GP,20%,ONE,1450,2020/4/1,2020/6/30,290,
南沙,那不勒斯,40HC,20%,ONE,1450,2020/4/1,2020/6/30,290,
南沙,那不勒斯,20GP,20%,ONE,575,2020/7/1,2020/9/30,115,
南沙,那不勒斯,40GP,20%,ONE,1150,2020/7/1,2020/9/30,230,
南沙,那不勒斯,40HC,20%,ONE,1150,2020/7/1,2020/9/30,230,
南沙,那瓦舍瓦,20GP,50%,APL,550,2020/3/1,2020/6/30,275,
南沙,那瓦舍瓦,40GP,50%,APL,600,2020/3/1,2020/6/30,300,
南沙,那瓦舍瓦,40HC,50%,APL,600,2020/3/1,2020/6/30,300,
南沙,那瓦舍瓦,20GP,50%,APL,412,2020/7/1,2020/9/30,206,
南沙,那瓦舍瓦,40GP,50%,APL,324,2020/7/1,2020/9/30,162,
南沙,那瓦舍瓦,40HC,50%,APL,324,2020/7/1,2020/9/30,162,
南沙,那瓦舍瓦,20GP,70%,COSCO,280,2020/1/1,2020/2/29,196,
南沙,那瓦舍瓦,40GP,70%,COSCO,415,2020/1/1,2020/2/29,290.5,
南沙,那瓦舍瓦,40HC,70%,COSCO,415,2020/1/1,2020/2/29,290.5,
南沙,那瓦舍瓦,20GP,30%,COSCO,650,2020/3/1,2020/6/30,195,
南沙,那瓦舍瓦,40GP,30%,COSCO,650,2020/3/1,2020/6/30,195,
南沙,那瓦舍瓦,40HC,30%,COSCO,650,2020/3/1,2020/6/30,195,
南沙,那瓦舍瓦,20GP,30%,COSCO,559,2020/7/1,2020/9/30,167.7,
南沙,那瓦舍瓦,40GP,30%,COSCO,468,2020/7/1,2020/9/30,140.4,
南沙,那瓦舍瓦,40HC,30%,COSCO,468,2020/7/1,2020/9/30,140.4,
南沙,那瓦舍瓦,20GP,10%,HYNUNDAI,450,2020/1/1,2020/2/29,45,
南沙,那瓦舍瓦,40GP,10%,HYNUNDAI,550,2020/1/1,2020/2/29,55,
南沙,那瓦舍瓦,40HC,10%,HYNUNDAI,550,2020/1/1,2020/2/29,55,
南沙,那瓦舍瓦,20GP,20%,MAERSK,420,2020/1/1,2020/2/29,84,
南沙,那瓦舍瓦,40GP,20%,MAERSK,540,2020/1/1,2020/2/29,108,
南沙,那瓦舍瓦,40HC,20%,MAERSK,540,2020/1/1,2020/2/29,108,
南沙,那瓦舍瓦,20GP,20%,MAERSK,490,2020/3/1,2020/6/30,98,
南沙,那瓦舍瓦,40GP,20%,MAERSK,781,2020/3/1,2020/6/30,156.2,
南沙,那瓦舍瓦,40HC,20%,MAERSK,781,2020/3/1,2020/6/30,156.2,
南沙,那瓦舍瓦,20GP,20%,MAERSK,376,2020/7/1,2020/9/30,75.2,
南沙,那瓦舍瓦,40GP,20%,MAERSK,553,2020/7/1,2020/9/30,110.6,
南沙,那瓦舍瓦,40HC,20%,MAERSK,553,2020/7/1,2020/9/30,110.6,
南沙,南安普顿,20GP,35%,CMA,690,2020/1/1,2020/3/31,241.5,
南沙,南安普顿,40HC,35%,CMA,1380,2020/1/1,2020/3/31,483,
南沙,南安普顿,20GP,35%,CMA,705,2020/4/1,2020/6/30,246.75,
南沙,南安普顿,40GP,35%,CMA,1410,2020/4/1,2020/6/30,493.5,
南沙,南安普顿,40HC,35%,CMA,1410,2020/4/1,2020/6/30,493.5,
南沙,南安普顿,20GP,35%,CMA,675,2020/7/1,2020/9/30,236.25,
南沙,南安普顿,40GP,35%,CMA,1350,2020/7/1,2020/9/30,472.5,
南沙,南安普顿,40HC,35%,CMA,1350,2020/7/1,2020/9/30,472.5,
南沙,南安普顿,20GP,35%,COSCO,837.5,2020/1/1,2020/3/31,293.125,837.5
南沙,南安普顿,40HC,35%,COSCO,1675,2020/1/1,2020/3/31,586.25,1675
南沙,南安普顿,20GP,35%,COSCO,837.5,2020/4/1,2020/6/30,293.125,837.5
南沙,南安普顿,40GP,35%,COSCO,1675,2020/4/1,2020/6/30,586.25,1675
南沙,南安普顿,40HC,35%,COSCO,1675,2020/4/1,2020/6/30,586.25,1675
